Link Channel,ID Channel,Waktu,Link video,Komentar,Like
https://www.youtube.com/@iamblueyork,@iamblueyork,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgzfoTg3eUARmnIMOd94AaABAg,Walaupun genre animasi tp ttp mempertahankan POP CULTURE kita yaitu HANTU...,19.0
https://www.youtube.com/@ferdausalamsyah1600,@ferdausalamsyah1600,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=Ugw9paCjmGcJCC3ZMv54AaABAg,Ryan Adriandi sengaja ngecast anak kecil untuk memberi energi anak2 yg sebenarnya,39.0
https://www.youtube.com/@liopleurodoon,@liopleurodoon,4 bulan yang lalu (diedit),https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgwJ2AiVTMwwVrMtJmF4AaABAg,"Anak2 di film ini keluarganya nggak ada yang lengkap. Ada yang tinggal dengan nenek, kakek, kakaknya, atau orangtua angkat. Yang lengkap cuma Meri, eeeh tapi dia sayangnya berumur pendek. Memang tiap keluarga itu ada tantangannya masing2 ygy, kekosongan di keluarga masing2 akhirnya diisi dengan berkawan satu sama lain.",66.0
https://www.youtube.com/@RezaNovembriGame,@RezaNovembriGame,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=Ugw4YQ855Cffnt4JrUB4AaABAg,"tapi karena memang layak, untuk di tonton ini film. 
gw bangga jadi pendongkrak film animasi di indonesia dengan cara support jumbo, dan gw sstuju bgt  animasi nusa rara itu mateng bgt dari semua aspek, dan jadi batu loncatan untuk jumbo menyempurnakan nya. 
pake kumplit si ini film, animasi , scoring, characater, visual semuanya dapet. 
gw berharap ketika di jual di global, akan ada enhance lagi dari segi kualitasnya, biar makin perfect.",69.0
https://www.youtube.com/@clondoijo,@clondoijo,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgwbacJaFJRpjiWlRHB4AaABAg&pp=0gcJCSMANpG00pGi,"penasaran dg film ni,akhirnya tadi siang nonton ber 8 org,masa allah ,bner berkaca2 mata tanpa disadari...hampir ksel dg karakter jumbo tp trbayar dg happy ending yg memuaskan...klu mau dksh rating 999/100....
maju trus film animasi indonesia.....",24.0
https://www.youtube.com/@stevenkaro,@stevenkaro,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgxQJEESuMx8Zu5qqA54AaABAg,"Saya juga orang yg cukup tertarik dengan karakter nurman bang, dengan latar belakang karakter tampa orang tua sama dengan karakter yg lainnya,tapi hanya nurman yg punya tanggung jawab buat balas budi ke orang yg sudah merawat dia. Dengan merawat kambing, kita bisa lihat kalau nurman merawat kambing kambing itu dengan sepenuh hati terlihat dari kedekatannya dengan si kambing2. senang bisa lihat animasi dengan karakter beragam dengan nuansa lokal namun berkualitas.terimakasih jumbo.",12.0
https://www.youtube.com/@normanrinaldi8326,@normanrinaldi8326,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgxZqZlnkvl00JeNAc14AaABAg&pp=0gcJCSMANpG00pGi,"Pernah denger atau sering denger kata-kata ini, anak bangsa yang berprestasi adalah aset bangsa yang pemerintah enggan mengapresiasi baik daerah maupun pusat, tapi masyarakat juga sama sih kebanyakan bisa ngehujat, mengkritik tapi bukan bagian dari 2 juta penonton saat ini, percaya gak kalau jumbo ini namanya di ubah pakai bahasa inggris terus bahasa juga, tayang di Singapura aja terus tipis-tipis bilang salah satu kru orang Indonesia pasti lebih meledak, bangsa ini sudah terbiasa membanggakan karya, budaya, adat negara lain dari dulu, semua film membawa nama Amerika, sekarang korea apa-apa korea, terbaru Thailand, apa-apa Thailand! Kalau lu lihat jumbo bukan suatu kebanggaan nilai cinta lu terhadap karya anak negeri wajib dipertanyakan!",17.0
https://www.youtube.com/@kristeguhsimatupang6964,@kristeguhsimatupang6964,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgwDI948PXvm1FEIs1R4AaABAg,"Anak saya langsung dapat nilai2 penting dari film ini : saling bantu, mau mendengarkan, minta maaf jika salah, dan… tidak ada anak2 yang jahat… damn. Benar, ga ada anak2 yg jahat. Dan mereka selalu bisa mencari cara untuk kembali berteman dan mencari teman…",108.0
https://www.youtube.com/@muhammadnasrun5942,@muhammadnasrun5942,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgzzVnlcBsBZGG2xWv94AaABAg,"Betul, ini sangat membanggakan Indonesia. Dan akan sangat baik kalau Malaysia dan Indonesia saling menguatkan dalam industri animasi dengan kelebihan masing-masing. Agak prihatin saat lihat rating IMDb by Country, ada anomali.",63.0
https://www.youtube.com/@tutorileks,@tutorileks,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=Ugyx6UPyqiTejelZTDJ4AaABAg&pp=0gcJCSMANpG00pGi,smoga aja indonesia punya studio dan tempat khusus yang luas untuk menampung kreator2 bgini.. dan ada payung untuk mewadahi smuanya.. dan ini bisa menjadi peluang loker kreatif juga untuk kedepannya..,
https://www.youtube.com/@Jagathobi,@Jagathobi,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=Ugzt3UfPlUAPfQEdq3J4AaABAg,"Dari jaman SD memang suka sama film animasi, sampe kepikiran indonesia bisa ga ya buat seperti ini, dan tahun ini terjawab sudah, bangga campur haru.. NUSA & JUMBO Keren terus berkaya yah apresiasi selalu untuk sebuah karya yang tulus..",6.0
https://www.youtube.com/@stardust9868,@stardust9868,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=Ugxspjgv_oWmw9oy9g54AaABAg,Sampe nangis gitu bang,8.0
https://www.youtube.com/@khrismahaq,@khrismahaq,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=Ugzmjz1m-FaGkGkk0-14AaABAg&pp=0gcJCSMANpG00pGi,Bang lu kalo di kasih podium udah kaya sambutan kepsek,5.0
https://www.youtube.com/@%E6%82%AA%E9%AD%94%E3%81%AE%E7%8E%8B%E3%82%A2%E3%83%8E%E3%82%B9%E3%83%86%E3%82%A3,@悪魔の王アノスティ,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgwXxE91pVHRXgf28WR4AaABAg,Akhirnya Bang Denniss Review Lagi,6.0
https://www.youtube.com/@bangfad,@bangfad,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgxvVeTvekBepcAhO-l4AaABAg,"Patut bangga, semoga kedepan makin banyak film animasi indonesia lagi",1.0
https://www.youtube.com/@FauzyIsman,@FauzyIsman,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgwQOYcAgnkwY-Q_Gcl4AaABAg&pp=0gcJCSMANpG00pGi,"sangat bersyukur bisa menikmati JUMBO di bioskop,,, rasa bangga , haru, jadi satu semua,,,",
https://www.youtube.com/@ibnuzabil2973,@ibnuzabil2973,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgzpZjkK5jmpwopBYYN4AaABAg,Pak kades mirip villain di padle pop,2.0
https://www.youtube.com/@pier87,@pier87,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=Ugy41YKnWI44NGIU9rx4AaABAg,bisa2nya jumbo nanya penjahatnya bagaimana cara pakai radionya,2.0
https://www.youtube.com/@abart345,@abart345,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgxNINB6vxVIta78Ned4AaABAg,akhirnya abangnya bahas film ini.,
https://www.youtube.com/@rizvanahmad6150,@rizvanahmad6150,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgzsLD8IOITTwm01y5F4AaABAg,"Sebenernya di indo memang bisa bikin film animasi kek gitu,yg sulit itu “bikin ceritanya semenarik mungkin” terutama terutama untuk menarik para investor,kan bikin animasi sedetail itu modalnya sangat mahal",6.0
https://www.youtube.com/@akaymoulidin5062,@akaymoulidin5062,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgzZum-Wz91t63VZX_B4AaABAg,"bang eka, narasi di menit akhir nadanya geter bgt. dari hati banget makanya nyampe ke sini juga aku tiba tiba berkaca kaca ikutan bangga dan haru 🥹.. keren sih bang eka .. btw aku nangis juga pas nonton jumbo dan aku 32 tahun cowok",119.0
https://www.youtube.com/@andiniraniniko,@andiniraniniko,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgxjP0u75M_rS4dtC4N4AaABAg&pp=0gcJCSMANpG00pGi,Soundtrack ngena banget...nempel banget habis selesai nonton,
https://www.youtube.com/@warga-asgard,@warga-asgard,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgytR89PeBivK8Ujn654AaABAg,Terimakasih buzzer jumbo gratisan. dukung terus cinema Indonesia,2.0
https://www.youtube.com/@andrirochman2382,@andrirochman2382,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgxuDUcPfBzWoOMYU1Z4AaABAg,"WoW,,,
Bahkan lebih, utk mendeskripsikannya,,

Bkn berlebihan, tp bukan hanya filmnya yg bagus,,,
Tp efek yg di timbulkan setelah menontonnya,,
Apalagi untuk anak2,,,

Terima kasih animator indonesia dan smua,,,
Semoga makin banyak film yg sprti ini,,,",
https://www.youtube.com/@AmbarWati-ov2gf,@AmbarWati-ov2gf,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgztnzrrDI2skJbYwoZ4AaABAg,Itulah hebatnya orang Indonesia berkarya meskipun tak di dukung pemerintah jumbo I,1.0
https://www.youtube.com/@Cyan58,@Cyan58,4 bulan yang lalu,https://www.youtube.com/watch?v=b4Lrqeiones&lc=UgwdFgdAA3fV6zCapvl4AaABAg,"Indonesia tidak kekurangan orang pintar, hanya kekurangan orang yang jujur",
