ID Channel,Waktu,Komentar,genre,Like,cleaning,case_folding,hasil_normalisasi,tokenize,stopword_removal,stemming_data
0,1 tahun yang lalu,Semua karakter yang muncul di film ini dibekali punchline,komedi,@nokiariw,Semua karakter yang muncul di film ini dibekali punchline,semua karakter yang muncul di film ini dibekali punchline,semua karakter yang muncul di film ini dibekali punchline,"['semua', 'karakter', 'yang', 'muncul', 'di', 'film', 'ini', 'dibekali', 'punchline']","['karakter', 'muncul', 'film', 'dibekali', 'punchline']",karakter muncul film bekal punchline
0,1 tahun yang lalu,"Emang pecah sih, ini aja nonton review cine crib jadi inget lagi jokes gobloknya malah ketawa lagi wkwkwk",komedi,@nafaokthasalsalbilla6272,Emang pecah sih ini aja nonton review cine crib jadi inget lagi jokes gobloknya malah ketawa lagi wkwkwk,emang pecah sih ini aja nonton review cine crib jadi inget lagi jokes gobloknya malah ketawa lagi wkwkwk,memang pecah sih ini saja menonton review cine crib jadi ingat lagi jokes gobloknya malah ketawa lagi wkwkwk,"['memang', 'pecah', 'sih', 'ini', 'saja', 'menonton', 'review', 'cine', 'crib', 'jadi', 'ingat', 'lagi', 'jokes', 'gobloknya', 'malah', 'ketawa', 'lagi', 'wkwkwk']","['pecah', 'sih', 'menonton', 'review', 'cine', 'crib', 'jokes', 'gobloknya', 'ketawa', 'wkwkwk']",pecah sih tonton review cine crib jokes goblok ketawa wkwkwk
0,1 tahun yang lalu,Imajinari,komedi,@nazarudinnur2549,Imajinari,imajinari,imajinari,['imajinari'],['imajinari'],imajinari
0,1 tahun yang lalu,pasukan bermarga mengucapkan terimakasih atas pujiannya....kami syang cinecrib,komedi,@lionelsikudo,pasukan bermarga mengucapkan terimakasih atas pujiannyakami syang cinecrib,pasukan bermarga mengucapkan terimakasih atas pujiannyakami syang cinecrib,pasukan bermarga mengucapkan terimakasih atas pujiannyakami sayang cinecrib,"['pasukan', 'bermarga', 'mengucapkan', 'terimakasih', 'atas', 'pujiannyakami', 'sayang', 'cinecrib']","['pasukan', 'bermarga', 'terimakasih', 'pujiannyakami', 'sayang', 'cinecrib']",pasu marga terimakasih pujiannyakami sayang cinecrib
0,1 tahun yang lalu,React trailer film pemandi jenazah donk bng,komedi,@reshyabsidqi1583,React trailer film pemandi jenazah donk bng,react trailer film pemandi jenazah donk bng,react trailer film pemandi jenazah dong bang,"['react', 'trailer', 'film', 'pemandi', 'jenazah', 'dong', 'bang']","['react', 'trailer', 'film', 'pemandi', 'jenazah', 'bang']",react trailer film mandi jenazah bang
0,1 tahun yang lalu,Aaaak kangen kalian banget,komedi,@yaidyl7905,Aaaak kangen kalian banget,aaaak kangen kalian banget,aaaak kangen kalian banget,"['aaaak', 'kangen', 'kalian', 'banget']","['aaaak', 'kangen', 'banget']",aaaak kangen banget
0,1 tahun yang lalu (diedit),"Oki Rengga gak diajak pas di NNS dan dibayar lunas dengan aktingnya yang cukup memukau di Agak Laen, kalo menurut gw Oki MVP di Agak Laen ini",komedi,@fahrezafray2689,Oki Rengga gak diajak pas di NNS dan dibayar lunas dengan aktingnya yang cukup memukau di Agak Laen kalo menurut gw Oki MVP di Agak Laen ini,oki rengga gak diajak pas di nns dan dibayar lunas dengan aktingnya yang cukup memukau di agak laen kalo menurut gw oki mvp di agak laen ini,oki rengga tidak diajak pas di nns dan dibayar lunas dengan aktingnya yang cukup memukau di agak lain kalau menurut gue oki mvp di agak lain ini,"['oki', 'rengga', 'tidak', 'diajak', 'pas', 'di', 'nns', 'dan', 'dibayar', 'lunas', 'dengan', 'aktingnya', 'yang', 'cukup', 'memukau', 'di', 'agak', 'lain', 'kalau', 'menurut', 'gue', 'oki', 'mvp', 'di', 'agak', 'lain', 'ini']","['oki', 'rengga', 'diajak', 'pas', 'nns', 'dibayar', 'lunas', 'aktingnya', 'memukau', 'gue', 'oki', 'mvp']",oki rengga ajak pas nns bayar lunas akting pukau gue oki mvp
0,1 tahun yang lalu,"Baru aja selesai nonton yg 12.30, 2 jam nonton nonstop ngakak gk ada bosennya. Bagus bgt.",komedi,@senoaji3230,Baru aja selesai nonton yg   jam nonton nonstop ngakak gk ada bosennya Bagus bgt,baru aja selesai nonton yg   jam nonton nonstop ngakak gk ada bosennya bagus bgt,baru saja selesai menonton yang jam menonton nonstop mengakak tidak ada bosennya bagus banget,"['baru', 'saja', 'selesai', 'menonton', 'yang', 'jam', 'menonton', 'nonstop', 'mengakak', 'tidak', 'ada', 'bosennya', 'bagus', 'banget']","['selesai', 'menonton', 'jam', 'menonton', 'nonstop', 'mengakak', 'bosennya', 'bagus', 'banget']",selesai tonton jam tonton nonstop akak bosennya bagus banget
0,1 tahun yang lalu,emang lucu bgt ya diatas penderitaan,komedi,@Putunitikavidya_27,emang lucu bgt ya diatas penderitaan,emang lucu bgt ya diatas penderitaan,memang lucu banget ya diatas penderitaan,"['memang', 'lucu', 'banget', 'ya', 'diatas', 'penderitaan']","['lucu', 'banget', 'ya', 'diatas', 'penderitaan']",lucu banget ya atas derita
0,1 tahun yang lalu,Yess awal tahun udh the best sih...,komedi,@menorah759,Yess awal tahun udh the best sih,yess awal tahun udh the best sih,yess awal tahun sudah the best sih,"['yess', 'awal', 'tahun', 'sudah', 'the', 'best', 'sih']","['yess', 'the', 'best', 'sih']",yess the best sih
0,1 tahun yang lalu,"Agak laen, gila, keren.",komedi,@ilhamwahyudi9,Agak laen gila keren,agak laen gila keren,agak lain gila keren,"['agak', 'lain', 'gila', 'keren']","['gila', 'keren']",gila keren
0,1 tahun yang lalu (diedit),Oki Rengga is the MVP. Ngeliat mimik muka sama gestur Oki Rengga aja udah ngakak.,komedi,@dgilangdwmny8774,Oki Rengga is the MVP Ngeliat mimik muka sama gestur Oki Rengga aja udah ngakak,oki rengga is the mvp ngeliat mimik muka sama gestur oki rengga aja udah ngakak,oki rengga is the mvp melihat mimik muka sama gestur oki rengga saja sudah mengakak,"['oki', 'rengga', 'is', 'the', 'mvp', 'melihat', 'mimik', 'muka', 'sama', 'gestur', 'oki', 'rengga', 'saja', 'sudah', 'mengakak']","['oki', 'rengga', 'is', 'the', 'mvp', 'mimik', 'muka', 'gestur', 'oki', 'rengga', 'mengakak']",oki rengga is the mvp mimik muka gestur oki rengga akak
0,1 tahun yang lalu,"""beb tolong tutup pintunya""",komedi,@97DH,beb tolong tutup pintunya,beb tolong tutup pintunya,beb tolong tutup pintunya,"['beb', 'tolong', 'tutup', 'pintunya']","['beb', 'tolong', 'tutup', 'pintunya']",beb tolong tutup pintu
0,1 tahun yang lalu,Aktingnya oki bagus…,komedi,@mys33cool,Aktingnya oki bagus,aktingnya oki bagus,aktingnya oki bagus,"['aktingnya', 'oki', 'bagus']","['aktingnya', 'oki', 'bagus']",akting oki bagus
0,1 tahun yang lalu,"sudah nonton, bagussss filmnya",komedi,@snwntsrc,sudah nonton bagussss filmnya,sudah nonton bagussss filmnya,sudah menonton bagus filmnya,"['sudah', 'menonton', 'bagus', 'filmnya']","['menonton', 'bagus', 'filmnya']",tonton bagus film
0,1 tahun yang lalu,Ini bagus !,komedi,@garfirayes,Ini bagus ,ini bagus ,ini bagus,"['ini', 'bagus']",['bagus'],bagus
0,1 tahun yang lalu,Baru nonton kemarin. Lucu nih pilem.,komedi,@semuthidupp,Baru nonton kemarin Lucu nih pilem,baru nonton kemarin lucu nih pilem,baru menonton kemarin lucu nih pilem,"['baru', 'menonton', 'kemarin', 'lucu', 'nih', 'pilem']","['menonton', 'kemarin', 'lucu', 'nih', 'pilem']",tonton kemarin lucu nih pilem
0,1 tahun yang lalu,"nonton ini, saya ketawa sampe nangis,,tapi nangis haru pun jadi 2x,,gila sih ini..",komedi,@sutejasastra,nonton ini saya ketawa sampe nangistapi nangis haru pun jadi xgila sih ini,nonton ini saya ketawa sampe nangistapi nangis haru pun jadi xgila sih ini,menonton ini saya ketawa sampai nangistapi menangis harus pun jadi xgila sih ini,"['menonton', 'ini', 'saya', 'ketawa', 'sampai', 'nangistapi', 'menangis', 'harus', 'pun', 'jadi', 'xgila', 'sih', 'ini']","['menonton', 'ketawa', 'nangistapi', 'menangis', 'xgila', 'sih']",tonton ketawa nangistapi menang xgila sih
0,1 tahun yang lalu,Setelah film : Jatuh cinta seperti di film2.....Agak laen.....kereeeen,komedi,@heppyoktavian2068,Setelah film  Jatuh cinta seperti di filmAgak laenkereeeen,setelah film  jatuh cinta seperti di filmagak laenkereeeen,setelah film jatuh cinta seperti di filmagak laenkereeeen,"['setelah', 'film', 'jatuh', 'cinta', 'seperti', 'di', 'filmagak', 'laenkereeeen']","['film', 'jatuh', 'cinta', 'filmagak', 'laenkereeeen']",film jatuh cinta filmagak laenkereeeen
0,1 tahun yang lalu,abis nonton dan gue nangis pas part oki.  tp mereka berempat juga gabisa terpisahkan . apalagi part ending nya itu huaaaaaa best,komedi,@segitukeponya.,abis nonton dan gue nangis pas part oki  tp mereka berempat juga gabisa terpisahkan  apalagi part ending nya itu huaaaaaa best,abis nonton dan gue nangis pas part oki  tp mereka berempat juga gabisa terpisahkan  apalagi part ending nya itu huaaaaaa best,habis menonton dan gue menangis pas part oki tapi mereka berempat juga tidak bisa terpisahkan apalagi part ending ya itu huaaaaaa best,"['habis', 'menonton', 'dan', 'gue', 'menangis', 'pas', 'part', 'oki', 'tapi', 'mereka', 'berempat', 'juga', 'tidak', 'bisa', 'terpisahkan', 'apalagi', 'part', 'ending', 'ya', 'itu', 'huaaaaaa', 'best']","['habis', 'menonton', 'gue', 'menangis', 'pas', 'part', 'oki', 'berempat', 'terpisahkan', 'part', 'ending', 'ya', 'huaaaaaa', 'best']",habis tonton gue menang pas part oki empat pisah part ending ya huaaaaaa best
0,1 tahun yang lalu,Adegan dengan ibunya yang lagi sakit sedih banget,komedi,@ogyherdiana7646,Adegan dengan ibunya yang lagi sakit sedih banget,adegan dengan ibunya yang lagi sakit sedih banget,adegan dengan ibunya yang lagi sakit sedih banget,"['adegan', 'dengan', 'ibunya', 'yang', 'lagi', 'sakit', 'sedih', 'banget']","['adegan', 'ibunya', 'sakit', 'sedih', 'banget']",adegan ibu sakit sedih banget
0,1 tahun yang lalu,"Review yang ditunggu-tunggu. Udah tertarik nonton sejak lihat trailer dan nonton podcastnya, ditambah review bagus dari Cine Crib, Acho juga track recordnya bagus. Fix, gas nonton.",komedi,@nurbaiti_hikaru,Review yang ditunggutunggu Udah tertarik nonton sejak lihat trailer dan nonton podcastnya ditambah review bagus dari Cine Crib Acho juga track recordnya bagus Fix gas nonton,review yang ditunggutunggu udah tertarik nonton sejak lihat trailer dan nonton podcastnya ditambah review bagus dari cine crib acho juga track recordnya bagus fix gas nonton,review yang ditunggutunggu sudah tertarik menonton sejak lihat trailer dan menonton podcastnya ditambah review bagus dari cine crib acho juga track recordnya bagus fix gas menonton,"['review', 'yang', 'ditunggutunggu', 'sudah', 'tertarik', 'menonton', 'sejak', 'lihat', 'trailer', 'dan', 'menonton', 'podcastnya', 'ditambah', 'review', 'bagus', 'dari', 'cine', 'crib', 'acho', 'juga', 'track', 'recordnya', 'bagus', 'fix', 'gas', 'menonton']","['review', 'ditunggutunggu', 'tertarik', 'menonton', 'lihat', 'trailer', 'menonton', 'podcastnya', 'ditambah', 'review', 'bagus', 'cine', 'crib', 'acho', 'track', 'recordnya', 'bagus', 'fix', 'gas', 'menonton']",review ditunggutunggu tarik tonton lihat trailer tonton podcastnya tambah review bagus cine crib acho track recordnya bagus fix gas tonton
0,1 tahun yang lalu,"nonton hari minggu kemaren, kereeen banget...10/10",komedi,@ekaayu720,nonton hari minggu kemaren kereeen banget,nonton hari minggu kemaren kereeen banget,menonton hari minggu kemarin keren banget,"['menonton', 'hari', 'minggu', 'kemarin', 'keren', 'banget']","['menonton', 'minggu', 'kemarin', 'keren', 'banget']",tonton minggu kemarin keren banget
0,1 tahun yang lalu,"Filmnya ngingatin gua dgn film warkop DKI tapi versi kekinian mantap bro.... Komedinya renyah... Setiap menit ngakak terus.. Ampun
Di tunggu Agak Laen 2",komedi,@yustinalfret2801,"Filmnya ngingatin gua dgn film warkop DKI tapi versi kekinian mantap bro Komedinya renyah Setiap menit ngakak terus Ampun
Di tunggu Agak Laen ","filmnya ngingatin gua dgn film warkop dki tapi versi kekinian mantap bro komedinya renyah setiap menit ngakak terus ampun
di tunggu agak laen ",filmnya ngingatin gua dengan film warung kopi dki tapi versi kekinian mantap bro komedinya renyah setiap menit mengakak terus ampun di tunggu agak lain,"['filmnya', 'ngingatin', 'gua', 'dengan', 'film', 'warung', 'kopi', 'dki', 'tapi', 'versi', 'kekinian', 'mantap', 'bro', 'komedinya', 'renyah', 'setiap', 'menit', 'mengakak', 'terus', 'ampun', 'di', 'tunggu', 'agak', 'lain']","['filmnya', 'ngingatin', 'gua', 'film', 'warung', 'kopi', 'dki', 'versi', 'kekinian', 'mantap', 'bro', 'komedinya', 'renyah', 'menit', 'mengakak', 'ampun', 'tunggu']",film ngingatin gua film warung kopi dki versi kini mantap bro komedi renyah menit akak ampun tunggu
0,1 tahun yang lalu,Asli abis nonton rasanya kayak abis turun dari rollercoster. Gokil imajinari,komedi,@fidellr,Asli abis nonton rasanya kayak abis turun dari rollercoster Gokil imajinari,asli abis nonton rasanya kayak abis turun dari rollercoster gokil imajinari,asli habis menonton rasanya kayak habis turun dari rollercoster gila imajinari,"['asli', 'habis', 'menonton', 'rasanya', 'kayak', 'habis', 'turun', 'dari', 'rollercoster', 'gila', 'imajinari']","['asli', 'habis', 'menonton', 'kayak', 'habis', 'turun', 'rollercoster', 'gila', 'imajinari']",asli habis tonton kayak habis turun rollercoster gila imajinari
0,1 tahun yang lalu,Ih sepemikiran bgt.... Aku juga mikir ini kek film warkop lama. Bangga setelah era blio ada lagi film komedi yg berkualitas,komedi,@septipurwosunu7741,Ih sepemikiran bgt Aku juga mikir ini kek film warkop lama Bangga setelah era blio ada lagi film komedi yg berkualitas,ih sepemikiran bgt aku juga mikir ini kek film warkop lama bangga setelah era blio ada lagi film komedi yg berkualitas,ih sepemikiran banget aku juga mikir ini kayak film warung kopi lama bangga setelah era blio ada lagi film komedi yang berkualitas,"['ih', 'sepemikiran', 'banget', 'aku', 'juga', 'mikir', 'ini', 'kayak', 'film', 'warung', 'kopi', 'lama', 'bangga', 'setelah', 'era', 'blio', 'ada', 'lagi', 'film', 'komedi', 'yang', 'berkualitas']","['ih', 'sepemikiran', 'banget', 'mikir', 'kayak', 'film', 'warung', 'kopi', 'bangga', 'era', 'blio', 'film', 'komedi', 'berkualitas']",ih pikir banget mikir kayak film warung kopi bangga era blio film komedi kualitas
0,1 tahun yang lalu,Hadir bang,komedi,@husainadam2855,Hadir bang,hadir bang,hadir abang,"['hadir', 'abang']","['hadir', 'abang']",hadir abang
0,1 tahun yang lalu,"Nonton Agak Laen di bioskop itu, kita kayak lg nobar sama keluaraga. Tidak saling kenal tapi saling lirik dan tertawa terbahak-bahak. Thx Ernest udah buat film yg bisa bikin 1 bioskop happy dan hilang beban pikiran walau sementara wkwkwkw
Agak laen keren sihhh",komedi,@kloverspenang9305,"Nonton Agak Laen di bioskop itu kita kayak lg nobar sama keluaraga Tidak saling kenal tapi saling lirik dan tertawa terbahakbahak Thx Ernest udah buat film yg bisa bikin  bioskop happy dan hilang beban pikiran walau sementara wkwkwkw
Agak laen keren sihhh","nonton agak laen di bioskop itu kita kayak lg nobar sama keluaraga tidak saling kenal tapi saling lirik dan tertawa terbahakbahak thx ernest udah buat film yg bisa bikin  bioskop happy dan hilang beban pikiran walau sementara wkwkwkw
agak laen keren sihhh",menonton agak lain di bioskop itu kita kayak lagi menonton bareng sama keluaraga tidak saling kenal tapi saling lirik dan tertawa terbahakbahak thx ernest sudah buat film yang bisa bikin bioskop happy dan hilang beban pikiran walau sementara wkwkwkw agak lain keren sih,"['menonton', 'agak', 'lain', 'di', 'bioskop', 'itu', 'kita', 'kayak', 'lagi', 'menonton', 'bareng', 'sama', 'keluaraga', 'tidak', 'saling', 'kenal', 'tapi', 'saling', 'lirik', 'dan', 'tertawa', 'terbahakbahak', 'thx', 'ernest', 'sudah', 'buat', 'film', 'yang', 'bisa', 'bikin', 'bioskop', 'happy', 'dan', 'hilang', 'beban', 'pikiran', 'walau', 'sementara', 'wkwkwkw', 'agak', 'lain', 'keren', 'sih']","['menonton', 'bioskop', 'kayak', 'menonton', 'bareng', 'keluaraga', 'kenal', 'lirik', 'tertawa', 'terbahakbahak', 'thx', 'ernest', 'film', 'bikin', 'bioskop', 'happy', 'hilang', 'beban', 'pikiran', 'wkwkwkw', 'keren', 'sih']",tonton bioskop kayak tonton bareng keluaraga kenal lirik tertawa terbahakbahak thx ernest film bikin bioskop happy hilang beban pikir wkwkwkw keren sih
0,1 tahun yang lalu,ngweriii,komedi,@deBurung,ngweriii,ngweriii,ngweriii,['ngweriii'],['ngweriii'],ngweriii
0,1 tahun yang lalu (diedit),ajiiibbb.. goes to 5 juta penonton! bangga gue sbg pasukan (non) bermarga. semoga awet di bioskop krn baru bisa nonton minggu depan,komedi,@ex-cyborg,ajiiibbb goes to  juta penonton bangga gue sbg pasukan non bermarga semoga awet di bioskop krn baru bisa nonton minggu depan,ajiiibbb goes to  juta penonton bangga gue sbg pasukan non bermarga semoga awet di bioskop krn baru bisa nonton minggu depan,ajiiibbb goes tapi juta penonton bangga gue sebagai pasukan non bermarga semoga awet di bioskop karena baru bisa menonton minggu depan,"['ajiiibbb', 'goes', 'tapi', 'juta', 'penonton', 'bangga', 'gue', 'sebagai', 'pasukan', 'non', 'bermarga', 'semoga', 'awet', 'di', 'bioskop', 'karena', 'baru', 'bisa', 'menonton', 'minggu', 'depan']","['ajiiibbb', 'goes', 'juta', 'penonton', 'bangga', 'gue', 'pasukan', 'non', 'bermarga', 'semoga', 'awet', 'bioskop', 'menonton', 'minggu']",ajiiibbb goes juta tonton bangga gue pasu non marga moga awet bioskop tonton minggu
0,1 tahun yang lalu,Imajinari beneran imajinatif.,komedi,@riyadi6936,Imajinari beneran imajinatif,imajinari beneran imajinatif,imajinari benaran imajinatif,"['imajinari', 'benaran', 'imajinatif']","['imajinari', 'benaran', 'imajinatif']",imajinari benar imajinatif
0,1 tahun yang lalu,formula seperti warkop mudahan ip nya lanjut terus,komedi,@davidteguhsaputra3473,formula seperti warkop mudahan ip nya lanjut terus,formula seperti warkop mudahan ip nya lanjut terus,formula seperti warung kopi mudahan ip ya lanjut terus,"['formula', 'seperti', 'warung', 'kopi', 'mudahan', 'ip', 'ya', 'lanjut', 'terus']","['formula', 'warung', 'kopi', 'mudahan', 'ip', 'ya']",formula warung kopi mudah ip ya
0,1 tahun yang lalu,"Hebat Ernest dengan imajinari, bikin ph sendiri bisa cuan banyak.",komedi,@cisco639,Hebat Ernest dengan imajinari bikin ph sendiri bisa cuan banyak,hebat ernest dengan imajinari bikin ph sendiri bisa cuan banyak,hebat ernest dengan imajinari bikin ph sendiri bisa cuan banyak,"['hebat', 'ernest', 'dengan', 'imajinari', 'bikin', 'ph', 'sendiri', 'bisa', 'cuan', 'banyak']","['hebat', 'ernest', 'imajinari', 'bikin', 'ph', 'cuan']",hebat ernest imajinari bikin ph cuan
0,1 tahun yang lalu,"Sudah lama film komedi yang fresh di nanti nanti masyarakat dan akhirnya ada film agak laen ini yang luar biasa buat ngakak campur sedih horornya pun dapet, sangat menghibur sekali!",komedi,@alfi_syahriin,Sudah lama film komedi yang fresh di nanti nanti masyarakat dan akhirnya ada film agak laen ini yang luar biasa buat ngakak campur sedih horornya pun dapet sangat menghibur sekali,sudah lama film komedi yang fresh di nanti nanti masyarakat dan akhirnya ada film agak laen ini yang luar biasa buat ngakak campur sedih horornya pun dapet sangat menghibur sekali,sudah lama film komedi yang fresh di nanti nanti masyarakat dan akhirnya ada film agak lain ini yang luar biasa buat mengakak campur sedih horornya pun dapat sangat menghibur sekali,"['sudah', 'lama', 'film', 'komedi', 'yang', 'fresh', 'di', 'nanti', 'nanti', 'masyarakat', 'dan', 'akhirnya', 'ada', 'film', 'agak', 'lain', 'ini', 'yang', 'luar', 'biasa', 'buat', 'mengakak', 'campur', 'sedih', 'horornya', 'pun', 'dapat', 'sangat', 'menghibur', 'sekali']","['film', 'komedi', 'fresh', 'masyarakat', 'film', 'mengakak', 'campur', 'sedih', 'horornya', 'menghibur']",film komedi fresh masyarakat film akak campur sedih horor hibur
0,1 tahun yang lalu,"Kerennn, ga kecewa si nonton.. pecah satu studio!",komedi,@itszhra26,Kerennn ga kecewa si nonton pecah satu studio,kerennn ga kecewa si nonton pecah satu studio,keren tidak kecewa sih menonton pecah satu studio,"['keren', 'tidak', 'kecewa', 'sih', 'menonton', 'pecah', 'satu', 'studio']","['keren', 'kecewa', 'sih', 'menonton', 'pecah', 'studio']",keren kecewa sih tonton pecah studio
