"Link Channel","ID Channel","Waktu","Link video","Komentar","Like"
"https://www.youtube.com/@Jaeger.Jaquez","@Jaeger.Jaquez","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgyMyWP6n9iqIQ0AL6N4AaABAg","momen pas masuk act 2 yang babak SORE, mannn itu masi berbekas dipikiran gua saking bagus nya......","1"
"https://www.youtube.com/@muhdzi","@muhdzi","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgzlgwZZvLjfF4fu41R4AaABAg","bener bgt, aku nonton sore juga mencari tau akan mengunjungi perasaan apa? dan magic nya, perasaan itu hadir sepanjang film..semakin panjang durasi, perasaan itu kaya semakin kuat. cuma aku rasa, pas bagian pancarona nya barasuara di puter, wah itu perasaaan yang gabisa gua jelasin apa. set your expectation to the lowest before watch this movie, trust me..this is brilliant.","128"
"https://www.youtube.com/@aninditafiqhunnisa5238","@aninditafiqhunnisa5238","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgxrCjWVBJ59SKjCK414AaABAg","Masih belum move on dengan Sore, perasaan pertama kali nonton Sore gak akan tergantikan  nangis banget","15"
"https://www.youtube.com/@radimanggala8217","@radimanggala8217","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgwikScU9J6cBStgn1x4AaABAg","keren bgt filmnya..gw hampir ga percaya sineas indonesia bisa bikin film dengan cerita kaya film SORE ini..bangga bgt film Indonesia udah di level ini","64"
"https://www.youtube.com/@gittanova2596","@gittanova2596","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgwZBhwb8dnBdAM4UO54AaABAg","Relate banget sama alasan nangis yang ketiga.
Bahkan nonton ini masih berkaca-kaca, padahal nonton sorenya dah 2 hari yang lalu.
Pokoknya,
AYO SEMUA ORANG NONTON SORE!!!!","13"
"https://www.youtube.com/@Muthe-j2v","@Muthe-j2v","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgzHd1Hsfjnv9AJSFxV4AaABAg","film indo paling gila yg pernah gw tonton . bahkan udah 3 hari lebih setiap ngedenger lagu ""Terbuang dalam waktu"" selalu merinding karena keinget scene nya terus. persis seperti kata mas pandji","4"
"https://www.youtube.com/@dnsggbgt","@dnsggbgt","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=Ugz60CCgZ1d8Oi4RhuZ4AaABAg","sudah pasti partikelir dong film favorit",""
"https://www.youtube.com/@adenuraziza3440","@adenuraziza3440","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgwxrikE8w-qi-cJq_t4AaABAg","Waktu tau ada film Sore ini awal”nya prediksi kalo film ini keknya bakal mixed feeling. Tapi rasa2nya ini relate buat orang” yang percaya kalau merubah pasangan itu bukan hal yang gampang & takes time to change. Akhirnya kemaren beraniin diri buat nonton. Ajibb banget filmnya menyentuh banget. 

Ga berani explain panjang” karena takut malah jadi spoiler, tapi intinya film ini related to me, gimme hopes kalau kepedulian itu akan membuahkan hasil. 

Pulangnya nangis banget karena permainan mimik wajahnya Sheila Dara bener” 2 thumbs up karena kebaca banget, orang” yang highly sensitive pasti bisa ngerasain microexpressionnya gimana, gestur nya menyiratkan apa, berasa banget dimanjakan sekali perasaan gue  makes me feel alive

 recommended banget to watch Sore : Istri dari Masa Depan ini terutama bareng pasangan.. nontonnya pake hati ya biar ngga cuma masuk ke logic tapi pesan implisitnya nyampe. 
Yandy Laurens kerenn!","13"
"https://www.youtube.com/@nhitapatrick3991","@nhitapatrick3991","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=Ugxk0YgeKNU3EhbPSIJ4AaABAg&pp=0gcJCSMANpG00pGi","Sama banget lagi perasaannya setelah nnton film sore' gila banget eksekusinya' tambah terbawa perasaan yang g' bisa di jelaskan tp nangiss sejadi""nya","1"
"https://www.youtube.com/@muhaiminnurkh980","@muhaiminnurkh980","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgyM6trVogBtvrXL11d4AaABAg","Nonton ini bener"" ga bisa skip dari menit awal sampe akhir, karna nyambung terus ceritanya dibuat bertanya"" kok bisa, trus dipertengahan ini endingnya gmana sampe akhirnya diakhir semua terjawab oleh waktu ️","13"
